TSP,TSP Name,TSP FERC CID,Loc,Loc Name,Loc Loctr ID,Loc Loctr,Loc Cnty,Loc St Abbrev,Loc Zone,Loc Type Ind,Dir Flo,Loc Stat Ind,Eff Date,Inact Date,Up/Dn Ind,Up/Dn Name,Up/Dn ID,Up/Dn FERC CID Ind,Up/Dn FERC CID,Up/Dn Loc Name,Up/Dn Loc,Update D/T
784158214,Northern Natural Gas Company,C000060,79690,276TH STREET TAP,SRV,23 - 99 N - 50 W,LINCOLN,SD,MID 17,LDC,D,A,20250729,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20250814 05:00
784158214,Northern Natural Gas Company,C000060,78473,"AACRON, INC.   (S)                      ",SRV,36 - 114 N - 21 W,DAKOTA,MN,MID 17,END,D,A,20050118,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,78562,"AACRON, INC.  (W)                       ",SRV,26 - 31 N - 24 W,ANOKA,MN,MID 17,END,D,A,20050503,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,78579,ABBOTT NORTHWESTERN HOSPITAL   (W)      ,SRV,35 - 27 N - 24 W,DAKOTA,MN,MID 17,END,D,A,20050505,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,78474,ABBOTT NORTHWESTERN HOSPITAL (S)        ,SRV,36 - 114 N - 21 W,DAKOTA,MN,MID 17,END,D,A,20050118,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,4083,ABERDEEN SD #1,SRV,29 - 123 N - 63 W,BROWN,SD,MID 17,LDC,D,A,19871001,,Y,NORTHWESTERN ENERGY PUBLIC SERVICE CORPORATION,129287403,N,,,,20240627 05:00
784158214,Northern Natural Gas Company,C000060,3747,ACKLEY IA #1,SRV,3 - 89 N - 19 W,HARDIN,IA,MID 17,LDC,D,A,19871001,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
784158214,Northern Natural Gas Company,C000060,3748,ADAIR IA #1,SRV,33 - 78 N - 33 W,GUTHRIE,IA,MID 17,LDC,D,A,19871001,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
784158214,Northern Natural Gas Company,C000060,1395,ADAMS NE #1,SRV,27 - 6 N - 8 E,GAGE,NE,MID 17,LDC,D,A,19871001,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
784158214,Northern Natural Gas Company,C000060,3425,ADAMS-LEROY MN,SRV,2 - 101 N - 16 W,MOWER,MN,MID 17,LDC,D,A,19871001,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3229,ADEL IA #1,SRV,25 - 79 N - 28 W,DALLAS,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,62393,ADEL IA #1A (SIOUX CITY BRICK & TILE),SRV,25 - 79 N - 28 W,DALLAS,IA,MID 17,LDC,D,A,19950807,,Y,SIOUX CITY BRICK & TILE CO.,7273915,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3230,ADEL IA #2,SRV,8 - 79 N - 27 W,DALLAS,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,61202,ADVANCE FOOD PRODUCTS                   ,SRV,18 - 32 N - 15 W,POLK,WI,MID 17,END,D,A,19940601,,Y,WISCONSIN GAS LLC,7947047,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,78939,AEP LOST RIVER CLARK CO.,SRV,17 - 31 S - 21 W,CLARK,KS,MID 13,GTH,R,A,20070916,,Y,"AMERICAN ENERGIES PIPELINE, LLC",6224836,N,,,,20160326 05:00
784158214,Northern Natural Gas Company,C000060,79697,AG PARTNERS LLC-ALBERT CITY,SRV,14 - 92 N - 35 W,BUENA VISTA,IA,MID 17,END,D,A,20250901,,Y,INTERSTATE POWER AND LIGHT COMPANY,6940522,N,,,,20250902 05:00
784158214,Northern Natural Gas Company,C000060,79698,AG PARTNERS LLC-ALTA,SRV,34 - 91 N - 38 W,BUENA VISTA,IA,MID 17,END,D,A,20250818,,Y,INTERSTATE POWER AND LIGHT COMPANY,6940522,N,,,,20250902 05:00
784158214,Northern Natural Gas Company,C000060,60616,AG PROCESSING INC,SRV,17 - 82 N - 36 W,CARROLL,IA,MID 17,END,D,A,19931101,,Y,MANNING MUNICIPAL GAS DEPT,847612140,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,60712,AG PROCESSING-GREAT PLAINS NAT,SRV,21 - 117 N - 43 W,LAC QUI PARLE,MN,MID 17,END,D,A,19931101,,Y,GREAT PLAINS NATURAL GAS CO.,557482085,N,,,,20201201 05:00
784158214,Northern Natural Gas Company,C000060,79650,"AGP DAVID CITY, NE TBS",SRV,13 - 15 N - 2 E,BUTLER,NE,MID 17,END,D,A,20240319,,Y,AG PROCESSING INC A COOPERATIVE,5275631,N,,,,20241210 05:00
784158214,Northern Natural Gas Company,C000060,71478,AGP SHELDON SOYBEAN PLANT               ,SRV,32 - 97 N - 42 W,O BRIEN,IA,MID 17,END,D,A,19990317,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,62856,AGP TBS #1                              ,SRV,24 - 96 N - 20 W,CERRO GORDO,IA,MID 17,LDC,D,A,19960314,,Y,AG PROCESSING INC A COOPERATIVE,5275631,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,71211,AGP-SHELDON #2 BYPASS,SRV,32 - 97 N - 42 W,O BRIEN,IA,MID 17,LDC,D,A,19981101,,Y,AG PROCESSING INC A COOPERATIVE,5275631,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,79106,AGRA RESOURCES (POET)-GLENVILLE MN,SRV,1 - 101 N - 22 W,FREEBORN,MN,MID 17,END,D,A,20120720,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,79116,AGRELIANT GENETICS,SRV,2 - 83 N - 28 W,BOONE,IA,MID 17,END,D,A,20121026,,Y,"AGRELIANT GENETICS, LLC",79759323,N,,,,20160201 08:52
784158214,Northern Natural Gas Company,C000060,78978,AGRI-ENERGY PLANT,SRV,15 - 102 N - 45 W,ROCK,MN,MID 17,END,D,A,20080528,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,78891,AGRI-WASTE ENERGY,SRV,36 - 29 N - 17 W,ST CROIX,WI,MID 17,END,R,I,,20250402,Y,"AGRI-WASTE ENERGY, INC.",198355849,N,,,,20250403 05:00
784158214,Northern Natural Gas Company,C000060,79398,AGUA BLANCA PECOS CO,SRV,1 - 1 - CK,PECOS,TX,MID 3,INT,B,A,20180806,,Y,"AGUA BLANCA, LLC",80317342,Y,C009030,NORTHERN NATURAL METER STATION,79398,20221122 05:00
784158214,Northern Natural Gas Company,C000060,59007,AITKINSON #1(JIM BARBO),SRV,35 - 48 N - 18 W,CARLTON,MN,MID 17,LDC,D,A,19930101,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3664,AKRON IA #1,SRV,36 - 93 N - 49 W,PLYMOUTH,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,62497,AL-CORN TBS #1,SRV,20 - 107 N - 18 W,DODGE,MN,MID 17,LDC,D,A,19951024,,Y,"AL-CORN CLEAN FUEL, LLC",883092215,N,,,,20190424 05:00
784158214,Northern Natural Gas Company,C000060,1236,ALBANY MN #1,SRV,16 - 125 N - 31 W,STEARNS,MN,MID 17,LDC,D,A,19871001,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,3948,ALBANY WI #1,SRV,28 - 3 N - 9 E,GREEN,WI,MID 17,LDC,D,A,19871001,,Y,WISCONSIN GAS LLC,7947047,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3652,ALBERT CITY IA #1,SRV,14 - 92 N - 35 W,BUENA VISTA,IA,MID 17,LDC,D,A,19871001,,Y,INTERSTATE POWER AND LIGHT COMPANY,6940522,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,2863,ALBERT LEA MN #1,SRV,12 - 102 N - 22 W,FREEBORN,MN,MID 17,LDC,D,A,19871001,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3389,ALBERT LEA MN #1A,SRV,33 - 103 N - 21 W,FREEBORN,MN,MID 17,LDC,D,A,19871001,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,55732,ALBION IA #1,SRV,31 - 85 N - 17 W,MARSHALL,IA,MID 17,LDC,D,A,19910916,,Y,INTERSTATE POWER AND LIGHT COMPANY,6940522,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,62467,ALBORN #1 (DAN ZAHL),SRV,25 - 52 N - 18 W,ST LOUIS,MN,MID 17,LDC,D,A,19951007,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3665,ALCESTER SD #1,SRV,27 - 95 N - 49 W,UNION,SD,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3620,ALDEN IA #1,SRV,19 - 89 N - 21 W,HARDIN,IA,MID 17,LDC,D,A,19871001,,Y,INTERSTATE POWER AND LIGHT COMPANY,6940522,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3832,ALDEN MN #1,SRV,34 - 103 N - 23 W,FREEBORN,MN,MID 17,LDC,D,A,19871001,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3621,ALEXANDER IA #1,SRV,32 - 93 N - 22 W,FRANKLIN,IA,MID 17,LDC,D,A,19871001,,Y,INTERSTATE POWER AND LIGHT COMPANY,6940522,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,1241,ALEXANDRIA MN #1,SRV,22 - 128 N - 37 W,DOUGLAS,MN,MID 17,LDC,D,A,19871001,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,71212,ALEXANDRIA MN #2,SRV,22 - 128 N - 37 W,DOUGLAS,MN,MID 17,LDC,D,A,19971107,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,4084,ALEXANDRIA SD #1,SRV,4 - 102 N - 58 W,HANSON,SD,MID 17,LDC,D,A,19871001,,Y,NORTHWESTERN ENERGY PUBLIC SERVICE CORPORATION,129287403,N,,,,20240627 05:00
784158214,Northern Natural Gas Company,C000060,3127,ALGONA IA #1,SRV,12 - 95 N - 29 W,KOSSUTH,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,25285,ALGONA IA #1B,SRV,12 - 95 N - 29 W,KOSSUTH,IA,MID 17,LDC,D,A,19820222,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20250211 05:00
784158214,Northern Natural Gas Company,C000060,64217,ALICE ASMUSSEN,SRV,14 - 13 N - 12 E,SARPY,NE,MID 17,LDC,D,A,20031001,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
784158214,Northern Natural Gas Company,C000060,62994,ALL AMERICAN CO-OP,SRV,22 - 107 N - 12 W,OLMSTED,MN,MID 17,END,D,A,19961201,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,53700,ALLEN GOERDT(EVELETH #5),SRV,19 - 57 N - 18 W,ST LOUIS,MN,MID 17,LDC,D,A,19910101,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3666,ALLISON IA #1,SRV,35 - 92 N - 17 W,BUTLER,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3949,ALMENA WI #1,SRV,24 - 34 N - 14 W,BARRON,WI,MID 17,LDC,D,A,19871001,,Y,WISCONSIN GAS LLC,7947047,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3574,ALTA IA #1,SRV,34 - 91 N - 38 W,BUENA VISTA,IA,MID 17,LDC,D,A,19871001,,Y,INTERSTATE POWER AND LIGHT COMPANY,6940522,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3667,ALTON IA #1,SRV,35 - 95 N - 44 W,SIOUX,IA,MID 17,LDC,D,A,19871001,,Y,ALTON MUNICIPAL UTILITIES,426004209,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3231,ALTOONA IA #1,SRV,7 - 79 N - 22 W,POLK,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3232,ALTOONA IA #2,SRV,7 - 79 N - 22 W,POLK,IA,MID 17,LDC,D,A,19801027,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,52640,ALTURA MN #1,SRV,18 - 106 N - 9 W,WINONA,MN,MID 17,LDC,D,A,19901012,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3668,ALVORD IA #1,SRV,4 - 98 N - 46 W,LYON,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,1955,AMBOY MN #1,SRV,23 - 105 N - 28 W,BLUE EARTH,MN,MID 17,LDC,D,A,19871001,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,12273,AMERICAN WARRIOR STAFFORD               ,SRV,22 - 21 S - 13 W,STAFFORD,KS,MID 16 A,GTH,R,A,19881201,,Y,"AMERICAN WARRIOR, INC.",121763866,N,,,,20160224 08:53
784158214,Northern Natural Gas Company,C000060,78475,AMERIPRIDE SERVICES  (S)                ,SRV,36 - 114 N - 21 W,DAKOTA,MN,MID 17,END,D,A,20050118,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,3951,AMERY WI #1,SRV,4 - 32 N - 16 W,POLK,WI,MID 17,LDC,D,A,19871001,,Y,WISCONSIN GAS LLC,7947047,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,2884,AMES IA #1,SRV,33 - 84 N - 24 W,STORY,IA,MID 17,LDC,D,A,19740806,,Y,INTERSTATE POWER AND LIGHT COMPANY,6940522,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,52882,AMES IA #1B,SRV,20 - 84 N - 20 W,STORY,IA,MID 17,LDC,D,A,19901107,,Y,INTERSTATE POWER AND LIGHT COMPANY,6940522,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,78639,"AMES, IA NADC LAB                       ",SRV,30 - 84 N - 24 W,STORY,IA,MID 17,END,D,A,20060405,,Y,INTERSTATE POWER AND LIGHT COMPANY,6940522,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,63064,AMPI - TURTLE LAKE                      ,SRV,30 - 34 N - 14 W,BARRON,WI,MID 17,END,D,A,19970701,,Y,WISCONSIN GAS LLC,7947047,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3749,ANAMOSA IA #1,SRV,2 - 84 N - 4 W,JONES,IA,MID 17,LDC,D,A,19871001,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
784158214,Northern Natural Gas Company,C000060,3750,ANAMOSA IA #1A,SRV,12 - 84 N - 4 W,JONES,IA,MID 17,LDC,D,A,19871001,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
784158214,Northern Natural Gas Company,C000060,78476,ANCHOR GLASS                            ,SRV,36 - 114 N - 21 W,DAKOTA,MN,MID 17,END,D,A,20050118,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,62864,ANCHOR GLASS CONT.                      ,SRV,36 - 114 N - 21 W,DAKOTA,MN,MID 17,END,D,A,19960501,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,78477,ANDERSON CUSTOM PROCESSING (LITTLE FALLS,SRV,16 - 40 N - 32 W,MORRISON,MN,MID 17,END,D,A,20050118,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,78478,ANDERSON CUSTOM PROCESSING (SLEEPY EYE) ,SRV,31 - 110 N - 32 W,BROWN,MN,MID 17,END,D,A,20050118,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,78962,ANDOVER/RIVERSIDE MN,SRV,25 - 32 N - 24 W,ANOKA,MN,MID 17,LDC,D,A,20080108,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,3751,ANDREW IA #1,SRV,23 - 85 N - 3 E,JACKSON,IA,MID 17,LDC,D,A,19871001,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
784158214,Northern Natural Gas Company,C000060,60816,ANGUS C. ANSON SD #1,SRV,36 - 100 N - 50 W,LINCOLN,SD,MID 17,LDC,D,A,19940111,,Y,"NORTHERN STATES POWER COMPANY, A MINNESOTA CORPORATION (GENERATION)",836013680,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3752,ANITA IA #1,SRV,21 - 77 N - 34 W,CASS,IA,MID 17,LDC,D,A,19871001,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
784158214,Northern Natural Gas Company,C000060,3233,ANKENY IA #1,SRV,25 - 80 N - 24 W,POLK,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,2781,ANKENY IA #2,SRV,27 - 80 N - 24 W,POLK,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,78184,ANKENY WEST IA #2,SRV,27 - 80 N - 24 W,POLK,IA,MID 17,LDC,D,A,20010723,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
784158214,Northern Natural Gas Company,C000060,53956,ANNANDALE (MALCO MANUFACTURING),SRV,23 - 121 N - 28 W,WRIGHT,MN,MID 17,LDC,D,A,19910101,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,3136,ANNANDALE MN #1,SRV,31 - 121 N - 27 W,WRIGHT,MN,MID 17,LDC,D,A,19871001,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,78479,ANOKA METRO REGIONAL CENTER # 1         ,SRV,30 - 32 N - 24 W,ANOKA,MN,MID 17,END,D,A,20050118,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,78480,ANOKA METRO REGIONAL CENTER # 2         ,SRV,30 - 32 N - 24 W,ANOKA,MN,MID 17,END,D,A,20050118,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,2295,ANOKA MN #1,SRV,30 - 32 N - 24 W,ANOKA,MN,MID 17,LDC,D,A,19871001,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,78979,ANOKA MN #1 PAD GAS,SRV,30 - 32 N - 24 W,ANOKA,MN,MID 17,LDC,D,A,20080601,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,3137,ANOKA MN #1A,SRV,4 - 32 N - 25 W,ANOKA,MN,MID 17,LDC,D,A,19871001,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,18284,ANOKA MN #2,SRV,26 - 32 N - 23 W,ANOKA,MN,MID 17,LDC,D,A,19890802,,Y,"NORTHERN STATES POWER COMPANY, A MINNESOTA CORPORATION",6962419,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,78287,ANR GREENSBURG DEF DELIVERY,SRV,16 - 28 S - 19 W,KIOWA,KS,MID 13,PPT,B,A,20011025,,N,,,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,179,ANR/NNG GREENSBURG,SRV,16 - 28 S - 19 W,KIOWA,KS,MID 13,INT,B,A,19840701,,Y,ANR PIPELINE COMPANY,6958581,Y,C000623,GREENSBURG (DEL),90017,20251101 05:00
784158214,Northern Natural Gas Company,C000060,180,ANR/NNG JANESVILLE,SRV,34 - 4 N - 12 E,ROCK,WI,MID 17,INT,D,A,19831001,,Y,ANR PIPELINE COMPANY,6958581,Y,C000623,JANESVILLE/NNG INT,28808,20160309 16:53
784158214,Northern Natural Gas Company,C000060,78878,ANR/NNG RIO INTERCONNECT,SRV,1 - 11 N - 10 E,COLUMBIA,WI,MID 17,INT,R,A,20060901,,Y,ANR PIPELINE COMPANY,6958581,Y,C000623,RIO,494371,20160309 16:53
784158214,Northern Natural Gas Company,C000060,3669,APLINGTON IA #1,SRV,29 - 90 N - 17 W,BUTLER,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3670,APLINGTON IA #2,SRV,28 - 90 N - 17 W,BUTLER,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3833,APPLETON MN #1,SRV,22 - 120 N - 43 W,SWIFT,MN,MID 17,LDC,D,A,19871001,,Y,MINNESOTA ENERGY RESOURCES CORPORATION,780062605,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,79336,ARCADIA SCHOOL DISTRICT,SRV,33 - 21 N - 9 W,TREMPEALEAU,WI,MID 17,END,D,A,20170222,,Y,"MIDWEST NATURAL GAS, INC.",41200809,N,,,,20170405 05:00
784158214,Northern Natural Gas Company,C000060,3719,ARCADIA WI #1,SRV,33 - 21 N - 9 W,TREMPEALEAU,WI,MID 17,LDC,D,A,19871001,,Y,"MIDWEST NATURAL GAS, INC.",41200809,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,79253,ARCADIA WI #2,SRV,27 - 21 N - 9 W,TREMPEALEAU,WI,MID 17,END,D,A,20141031,,Y,"MIDWEST NATURAL GAS, INC.",41200809,N,,,,20241205 05:00
784158214,Northern Natural Gas Company,C000060,78481,ARCHER DANIEL MIDLAND                   ,SRV,3 - 108 N - 26 W,BLUE EARTH,MN,MID 17,END,D,A,20050118,,Y,"CENTERPOINT ENERGY RESOURCES CORP., D/B/A CENTERPOINT ENERGY MINNESOTA GAS",612012989,N,,,,20171115 05:00
784158214,Northern Natural Gas Company,C000060,3671,ARCHER IA #1,SRV,24 - 96 N - 42 W,O BRIEN,IA,MID 17,LDC,D,A,19871001,,Y,MIDAMERICAN ENERGY COMPANY,884718768,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,55935,ARGUS ZONE-BLACK HILLS,,,NON-GEOGRAPHIC,KS,MID 13,VIR,D,A,19910926,,N,,,N,,,,20160307 16:53
784158214,Northern Natural Gas Company,C000060,4026,ARGYLE WI #1,SRV,25 - 3 N - 5 E,LAFAYETTE,WI,MID 17,LDC,D,A,19871001,,Y,WISCONSIN POWER AND LIGHT COMPANY,7946452,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,4027,ARGYLE WI #2,SRV,2 - 3 N - 5 E,LAFAYETTE,WI,MID 17,LDC,D,A,19871001,,Y,WISCONSIN POWER AND LIGHT COMPANY,7946452,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3952,ARKANSAW WI #1,SRV,23 - 25 N - 14 W,PEPIN,WI,MID 17,LDC,D,A,19871001,,Y,WISCONSIN GAS LLC,7947047,N,,,,20151216 04:01
784158214,Northern Natural Gas Company,C000060,3950,ARLAND WI #1A,SRV,24 - 33 N - 14 W,BARRON,WI,MID 17,LDC,D,A,19871001,,Y,WISCONSIN GAS LLC,7947047,N,,,,20190228 05:00
784158214,Northern Natural Gas Company,C000060,3753,ARLINGTON IA #1,SRV,34 - 92 N - 7 W,FAYETTE,IA,MID 17,LDC,D,A,19871001,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
784158214,Northern Natural Gas Company,C000060,2823,ARLINGTON IA #2,SRV,22 - 91 N - 7 W,FAYETTE,IA,MID 17,LDC,D,A,19871001,,Y,"BLACK HILLS SERVICE COMPANY, LLC",79534838,N,,,,20190401 05:00
