LOCATION NAME,LOCATION OPERATOR,LOCATION,POOLING AREA,LOCATION TYPE,STATE,COUNTY,METER CAPACITY,
LRSD HEND MID ACCT     ,ENABLE GAS TRANSMISSION  ,018334,NORTH,MQ,AR,SALINE                        ,000000100,
WALMART LAND RD AC     ,ENABLE GAS TRANSMISSION  ,018335,NORTH,MQ,AR,PULASKI                       ,000000030,
ENVIRO-TECH CHEM ACCT  ,ENABLE GAS TRANSMISSION  ,018336,NORTH,MQ,AR,PHILLIPS                      ,000000001,
OZARK MTN MAG ACCT     ,ENABLE GAS TRANSMISSION  ,018337,NORTH,MQ,AR,INDEPENDENCE                  ,000000001,
PINE BLUFF CARE ACCT   ,ENABLE GAS TRANSMISSION  ,018338,NORTH,MQ,AR,JEFFERSON                     ,000000190,
SOUTH TANK CLE ACC     ,ENABLE GAS TRANSMISSION  ,018339,NORTH,MQ,AR,SALINE                        ,000000140,
WEST JR HS ACCT        ,ENABLE GAS TRANSMISSION  ,018340,NORTH,MQ,AR,CRITTENDEN                    ,000000060,
W. MEMPHIS HS ACCT     ,ENABLE GAS TRANSMISSION  ,018341,NORTH,MQ,AR,CRITTENDEN                    ,000000110,
WONDER JR HS ACCT      ,ENABLE GAS TRANSMISSION  ,018342,NORTH,MQ,AR,CRITTENDEN                    ,000000130,
LD CR ELEVATORS ACCT   ,ENABLE GAS TRANSMISSION  ,018343,NORTH,MQ,AR,CRITTENDEN                    ,000000001,
NE TX COM COLLEGE ACCT ,ENABLE GAS TRANSMISSION  ,018344,SOUTH,MQ,TX,TITUS                         ,000000001,
AR HWY & TP ACCT 1     ,ENABLE GAS TRANSMISSION  ,018345,NORTH,MQ,AR,SALINE                        ,000000230,
AR HWY & TP ACCT 2     ,ENABLE GAS TRANSMISSION  ,018346,NORTH,MQ,AR,SALINE                        ,000000120,
WAL-MART LAWTON ACCT   ,ENABLE GAS TRANSMISSION  ,018347,WEST2,MQ,OK,COMANCHE                      ,000000001,
UCA #5 ACCT            ,ENABLE GAS TRANSMISSION  ,018348,NORTH,MQ,AR,FAULKNER                      ,000000001,
CHICK NAT CNG ACCT     ,ENABLE GAS TRANSMISSION  ,018349,WEST2,MQ,OK,PONTOTOC                      ,000000110,
CERC A-LINE TDS ACCT   ,ENABLE GAS TRANSMISSION  ,018350,WEST1,MQ,OK,KAY                           ,000000330,
MOOSE CLEANER ACCT     ,ENABLE GAS TRANSMISSION  ,018351,NORTH,MQ,AR,PULASKI                       ,000000040,
HIGHLAND PELLET ACCT   ,ENABLE GAS TRANSMISSION  ,018352,NORTH,MQ,AR,JEFFERSON                     ,000000001,
FMH CONVEYORS ACCT     ,ENABLE GAS TRANSMISSION  ,018353,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
UTC RAILCAR ACCT       ,ENABLE GAS TRANSMISSION  ,018354,SOUTH,MQ,AR,MILLER                        ,000001250,
CERC-PARK TRAIL SLS ACC,ENABLE GAS TRANSMISSION  ,018355,SOUTH,MQ,TX,TITUS                         ,000000150,
AR SEC OF ST ACCT      ,ENABLE GAS TRANSMISSION  ,018356,NORTH,MQ,AR,SALINE                        ,000000320,
DILLARD'S MAUM ACC     ,ENABLE GAS TRANSMISSION  ,018357,NORTH,MQ,AR,PULASKI                       ,000000210,
GO SPARQ CNG ACCT      ,ENABLE GAS TRANSMISSION  ,018358,WEST2,MQ,OK,COMANCHE                      ,000001320,
WK LINE AVE ACCT       ,ENABLE GAS TRANSMISSION  ,018359,SOUTH,MQ,LA,CADDO                         ,000000001,
MT. PLEASANT ISD ACCT  ,ENABLE GAS TRANSMISSION  ,018365,SOUTH,MQ,TX,TITUS                         ,000000001,
UNIV OF AR PB HAZEL ACT,ENABLE GAS TRANSMISSION  ,018366,NORTH,MQ,AR,JEFFERSON                     ,000000001,
BAPT HLTH CON ACCT     ,ENABLE GAS TRANSMISSION  ,018367,NORTH,MQ,AR,FAULKNER                      ,000000370,
CRANFORD CON HS ACCT   ,ENABLE GAS TRANSMISSION  ,018368,NORTH,MQ,AR,GARLAND                       ,000000001,
LINEN KING WHIT ACCT   ,ENABLE GAS TRANSMISSION  ,018369,NORTH,MQ,AR,FAULKNER                      ,000000001,
JAY-PAC INC #2 ACCT    ,ENABLE GAS TRANSMISSION  ,018370,NORTH,MQ,AR,CONWAY                        ,000000001,
KROG CO BENTON ACC     ,ENABLE GAS TRANSMISSION  ,018371,NORTH,MQ,AR,SALINE                        ,000000040,
UNIV OF AR PB HAROLD AC,ENABLE GAS TRANSMISSION  ,018372,NORTH,MQ,AR,JEFFERSON                     ,000000001,
QUALAWASH SHV ACCT     ,ENABLE GAS TRANSMISSION  ,018379,SOUTH,MQ,LA,CADDO                         ,000000001,
KROGER BENTON 130 ACCT ,ENABLE GAS TRANSMISSION  ,018380,NORTH,MQ,AR,SALINE                        ,000000001,
PLIANT  LLC ACCT       ,ENABLE GAS TRANSMISSION  ,018381,NEUT ,MQ,OK,PITTSBURG                     ,000000240,
EOIT HUGHES REC DISPL  ,ENABLE GAS TRANSMISSION  ,019606,WEST2,M2,OK,HUGHES                        ,000200000,
AMOCO BLOCKER TO F-185 ,MMGL EAST TEXAS III  LLC ,029008,SOUTH,M2,TX,HARRISON                      ,000081800,
ROCKCLIFF D CRP CP     ,ENABLE GAS TRANSMISSION  ,029018,CP   ,M2,TX,PANOLA                        ,000100000,
NORTH TATUM FIELD IC   ,ENABLE MIDSTREAM PARTNERS,029020,SOUTH,M2,TX,HARRISON                      ,000010000,
BRANDY BRANCH TO F185  ,ENABLE MIDSTREAM PARTNERS,029022,SOUTH,M2,TX,HARRISON                      ,000050000,
EMP LINE AU IC F-185   ,ENABLE MIDSTREAM PARTNERS,029024,SOUTH,M2,TX,HARRISON                      ,000048691,
CEFS TO CEGT F-185     ,ENABLE MIDSTREAM PARTNERS,029025,SOUTH,M2,TX,HARRISON                      ,000005000,
GREGG COUNTY IC        ,EASTMAN MIDSTREAM  LP    ,029036,SOUTH,M2,TX,GREGG                         ,000016650,
GREGG COUNTY IC #2     ,ENTERPRISE GATHERING LLC ,029037,SOUTH,M2,TX,GREGG                         ,000036800,
CULLEN HEIRS IC        ,SABINE OIL & GAS LLC     ,029038,SOUTH,M2,TX,HARRISON                      ,000045000,
ROBINSON SAM #4-24-T   ,MMGK EAST TEXAS LLC      ,033012,NORTH,M2,AR,FRANKLIN                      ,000000500,
SORENSEN CP            ,GRIT OPERATING  LLC      ,035002,SOUTH,M2,LA,CADDO                         ,000005000,
UNIV OF CALIFORNIA IC  ,UNIVERSITY OF CALIFORNIA ,035024,SOUTH,M2,LA,CADDO                         ,000002000,
RRT TRUST #1           ,TALCO MIDSTREAM ASSETS LT,035050,SOUTH,M2,LA,CADDO                         ,000017584,
TERNIUM USA INC. DEL   ,TERNIUM USA INC.         ,035810,SOUTH,MQ,LA,CADDO                         ,000005606,
NAVITAS TEXAMERICAS CDP,NAVITAS UTILITY CORPORATI,042137,SOUTH,MQ,TX,BOWIE                         ,000000350,
MINDEN FIELD           ,ENABLE MIDSTREAM PARTNERS,044001,SOUTH,M2,LA,WEBSTER                       ,000015000,
ARCADIA  GAS  REC 12 IN,ARCADIA GAS STORAGE  LLC ,044030,SOUTH,M2,LA,LINCOLN                       ,000377657,
ARCADIA GAS DEL 12IN   ,ARCADIA GAS STORAGE  LLC ,044130,SOUTH,MQ,LA,LINCOLN                       ,000377657,
R.D. MOAK #1           ,WEST ARCADIA PIPELINE LLC,044305,SOUTH,M2,LA,CLAIBORNE                     ,000017934,
MRT @ UNIONVILLE DEL322,ENABLE MISSISSIPPI RIVER ,044650,SOUTH,MQ,LA,LINCOLN                       ,000150000,
MRT @ UNIONVILLE (A322),ENABLE MISSISSIPPI RIVER ,044651,SOUTH,M2,LA,LINCOLN                       ,000075000,
RONALD RUBY #1-26      ,HANNA OIL & GAS CO       ,046012,NORTH,M2,AR,LOGAN                         ,000001000,
BLUE MOUNTIAN CP       ,MERIT ENERGY COMPANY LLC ,046020,NORTH,M2,AR,LOGAN                         ,000012000,
PENDERGRASS KATE #2-T  ,MERIT ENERGY COMPANY LLC ,046460,NORTH,M2,AR,FRANKLIN                      ,000001000,
SKYGEN #1 PINE BLUFF   ,PINE BLUFF ENERGY LLC    ,047014,NORTH,MQ,AR,GRANT                         ,000119000,
RUPPE JAMES A ETAL     ,BREITBURN OPERATING LP_- ,053002,SOUTH,M2,TX,HARRISON                      ,000005000,
RUPPIE/FENELL/NEWMAN   ,QUANTUM RESOURCES MANAGEM,053015,SOUTH,M2,TX,HARRISON                      ,000014000,
TENN 800 (HEADER)      ,ENABLE GAS TRANSMISSION  ,057580,CP   ,MQ,LA,RICHLAND                      ,000445000,
STONEWALL IC           ,ENABLE MIDSTREAM PARTNERS,059600,SOUTH,M2,LA,DE SOTO                       ,000015000,
PETRO-CHEM OPERATING CO,PETRO-CHEM OPERATING CO I,060801,SOUTH,MQ,AR,COLUMBIA                      ,000000500,
ALBEMARLE PLANT WEST   ,ALBEMARLE CORPORATION    ,060823,SOUTH,MQ,AR,COLUMBIA                      ,000009272,
WEISER BROWN WH        ,WEISER-BROWN OPERATING CO,061300,SOUTH,M2,LA,OUACHITA                      ,000022500,
ANTHONY FOREST PRODUCTS,ANTHONY FOREST PRODUCTS C,067800,SOUTH,MQ,AR,UNION                         ,000004750,
EOIT LINE AC @ DISP    ,ENABLE GAS TRANSMISSION  ,067802,NEUT ,MQ,OK,STEPHENS                      ,000125000,
LANXESS SOL SOUTH/BROMI,GREAT LAKES CHEMICAL CORP,068822,SOUTH,MQ,AR,UNION                         ,000039503,
BONANZA CRK MCKAMIE PLA,MISSION CREEK OPCO LLC   ,069110,SOUTH,MQ,AR,HEMPSTEAD                     ,000035000,
LANXESS SOL CHEM MARYSV,GREAT LAKES CHEMICAL CORP,070872,SOUTH,MQ,AR,UNION                         ,000024073,
MAG SMACK UNIT RES RETD,WHITING PETROLEUM CORPORA,070961,SOUTH,MQ,AR,COLUMBIA                      ,000000750,
CERTAINTEED GYPSUM     ,CERTAINTEED GYPSUM MANUFA,072826,SOUTH,MQ,AR,HOWARD                        ,000012000,
SAINT-GOBAIN PLANT     ,SAINT-GOBAIN CERAMICS & P,075819,NORTH,MQ,AR,SALINE                        ,000005563,
SAINT-GOBAIN PLANT_#2  ,SAINT-GOBAIN CERAMICS & P,075820,NORTH,MQ,AR,SALINE                        ,000004400,
ACME BRICK @ MALVERN   ,ACME BRICK COMPANY       ,079139,NORTH,MQ,AR,HOT SPRING                    ,000013250,
EES - GUM SPRINGS      ,ELEMENTAL ENVIRONMENTAL S,079810,SOUTH,MQ,AR,CLARK                         ,000009272,
ENGLISH LEE #1 CP      ,EMPRESA ENERGY IV  LLC   ,083003,SOUTH,M2,LA,BOSSIER                       ,000003000,
DEMOSS #1 CP           ,FRANKS OPERATING COMPANY ,083004,SOUTH,M2,LA,BOSSIER                       ,000012402,
HAYGOOD RD CP          ,GEMINI EXPLORATIONS  INC.,083011,SOUTH,M2,LA,CADDO                         ,000003000,
BOLINGER #10-1         ,BERKSHIRE OPERATING  LLC ,083033,SOUTH,M2,LA,BOSSIER                       ,000018700,
SENTELL-SONNIER        ,NEW CENTURY EXPLORATION  ,083035,SOUTH,M2,LA,BOSSIER                       ,000002000,
BONANZA CREEK          ,MISSION CREEK OPCO LLC   ,083036,SOUTH,M2,AR,COLUMBIA                      ,000050000,
VAUGHN PET BENTON TO 83,EMPRESA ENERGY IV  LLC   ,083619,SOUTH,M2,LA,BOSSIER                       ,000002200,
PLAIN DEALING FIELD IC ,ENABLE MIDSTREAM PARTNERS,083630,SOUTH,M2,LA,BOSSIER                       ,000003000,
WEISER-BROWN IC        ,WEISER-BROWN OPERATING CO,084100,SOUTH,MQ,AR,NEVADA                        ,000006000,
EL DORADO CHEMICAL     ,EL DORADO CHEMICAL COMPAN,088100,SOUTH,MQ,AR,UNION                         ,000003000,
KING STATION CP        ,MERIT ENERGY COMPANY LLC ,089005,NORTH,M2,AR,FRANKLIN                      ,000059200,
MAGNOLIA CP IC DISP    ,ENABLE GAS TRANSMISSION  ,100005,CP   ,M2,LA,BIENVILLE                     ,000445000,
OLSON #1               ,XOG OPERATING LLC        ,130009,NORTH,M2,AR,LOGAN                         ,000000500,
MURPHY #3 CP           ,MMGK EAST TEXAS LLC      ,130020,NORTH,M2,AR,SEBASTIAN                     ,000007500,
DIXIE BELL #1 CP       ,HANNA OIL & GAS CO       ,130023,NORTH,M2,AR,SEBASTIAN                     ,000004000,
SYNOGROUND #2 CP       ,MERIT ENERGY COMPANY LLC ,130024,NORTH,M2,AR,SEBASTIAN                     ,000015000,
FEDERAL #1-5 CP        ,XOG OPERATING LLC        ,130025,NORTH,M2,AR,LOGAN                         ,000003500,
PUCKETT #1             ,BRG PETROLEUM LLC        ,130041,NEUT ,M2,OK,LATIMER                       ,000007500,
COMMISIONER #1-14 CP   ,WENTWORTH OPERATING COMPA,130046,NEUT ,M2,OK,LATIMER                       ,000010000,
CDX IC                 ,HANNA OIL & GAS CO       ,130053,NORTH,M2,AR,SEBASTIAN                     ,000015000,
PEACE PIPELINE         ,HANNA OIL & GAS CO       ,130064,NORTH,M2,AR,LOGAN                         ,000010000,
FERGUSON VALLEY        ,MMGK EAST TEXAS LLC      ,130066,NORTH,M2,AR,LOGAN                         ,000025000,
ROSIE                  ,MMGK EAST TEXAS LLC      ,130068,NORTH,M2,AR,SEBASTIAN                     ,000027000,
OGG/WILLIAMS           ,MERIT ENERGY COMPANY LLC ,130081,NORTH,M2,AR,LOGAN                         ,000010000,
AOG @ RED OAK IC       ,ARKANSAS OKLAHOMA GAS COR,130100,NEUT ,MQ,OK,LATIMER                       ,000010000,
BUTZER CP              ,ENERQUEST OIL & GAS  LLC ,130310,NEUT ,M2,OK,LATIMER                       ,000004500,
WASHBURN CREEK CP      ,LOUISIANA MIDSTREAM GAS S,130320,NORTH,M2,AR,SEBASTIAN                     ,000010000,
WARE CP                ,MERIT ENERGY COMPANY LLC ,130322,NORTH,M2,AR,SEBASTIAN                     ,000022000,
MT. ZION CDP           ,MERIT ENERGY COMPANY LLC ,130324,NORTH,M2,AR,SEBASTIAN                     ,000027000,
DRIGGS #1              ,HANNA OIL & GAS CO       ,130364,NORTH,M2,AR,LOGAN                         ,000004000,
RED OAK #1 FIELD IC    ,ENABLE MIDSTREAM PARTNERS,133600,NEUT ,M2,OK,LATIMER                       ,000030000,
RED OAK #2 FIELD IC    ,ENABLE MIDSTREAM PARTNERS,134600,NEUT ,M2,OK,LATIMER                       ,000022267,
RED OAK #4 FIELD IC    ,ENABLE MIDSTREAM PARTNERS,136600,NORTH,M2,OK,LE FLORE                      ,000010000,
SPIRO FLD CTP          ,ENABLE MIDSTREAM PARTNERS,139601,NORTH,M2,OK,LE FLORE                      ,000020000,
NICHOLS CENTAL POINT   ,MERIT ENERGY COMPANY LLC ,140302,NORTH,M2,AR,SEBASTIAN                     ,000022951,
WITCHERVILLE FIELD IC  ,ENABLE GAS TRANSMISSION  ,161600,NORTH,M2,AR,SEBASTIAN                     ,000015000,
SLAYTONVILLE FIELD IC  ,ENABLE MIDSTREAM PARTNERS,162600,NORTH,M2,AR,SEBASTIAN                     ,000002500,
FT CHAFFEE FIELD IC    ,ENABLE MIDSTREAM PARTNERS,164600,NORTH,M2,AR,SEBASTIAN                     ,000010000,
ROBINSON J #1 CP       ,HANNA OIL & GAS CO       ,170012,NORTH,M2,AR,LOGAN                         ,000020000,
BAILEY # 1-22 CP       ,HANNA OIL & GAS CO       ,170013,NORTH,M2,AR,POPE                          ,000016000,
HECTOR C/P             ,FOUNDATION ENERGY MANAGEM,170014,NORTH,M2,AR,POPE                          ,000016000,
FREEDOM OAKGROVE SYSTEM,HANNA OIL & GAS CO       ,170019,NORTH,M2,AR,POPE                          ,000050000,
FOUR QUARRIES #2-27 CP ,MMGK EAST TEXAS LLC      ,170032,NORTH,M2,AR,LOGAN                         ,000016000,
USA #1-24 CP           ,MERIT ENERGY COMPANY LLC ,170039,NORTH,M2,AR,LOGAN                         ,000038000,
OGG-PRICE SYSTEM       ,MERIT ENERGY COMPANY LLC ,170042,NORTH,M2,AR,POPE                          ,000016000,
SW SE RAINBOW          ,DESOTO GATHERING         ,170053,NORTH,M2,AR,CONWAY                        ,000076000,
BYRUM 2-22             ,FOUNDATION ENERGY MANAGEM,170062,NORTH,M2,AR,POPE                          ,000005000,
USA #1-4               ,MERIT ENERGY COMPANY LLC ,170063,NORTH,M2,AR,LOGAN                         ,000062000,
SW TIGER CPF1          ,DESOTO GATHERING         ,170070,NORTH,M2,AR,WHITE                         ,000050000,
TGT @ HELENA REC       ,TEXAS GAS TRANSMISSION LL,170080,NORTH,M2,AR,PHILLIPS                      ,000105250,
AIR LIQUIDE LARGE IND. ,AIR LIQUIDE LARGE INDUSTR,170117,NORTH,MQ,AR,MISSISSIPPI                   ,000000500,
PLEASANT PLAINS IC_EAST,ENABLE MIDSTREAM PARTNERS,170118,NORTH,M2,AR,JACKSON                       ,000101122,
PLEASANT PLAINS CENTRAL,ENABLE MIDSTREAM PARTNERS,170121,NORTH,M2,AR,WHITE                         ,000101122,
PLEASANT PLAINS WEST IC,ENABLE MIDSTREAM PARTNERS,170122,NORTH,M2,AR,WHITE                         ,000101122,
BLACK HILLS @ PLUM POIN,BLACK HILLS ENERGY ARKANS,170184,NORTH,MQ,AR,MISSISSIPPI                   ,000060000,
BEVERLY CROFFORD 1-14H ,FLYING PIG PIPELINE LP   ,170227,NORTH,M2,AR,CONWAY                        ,000020000,
SORGHAM HOLLOW FIELD   ,HOGBACK EXPLORATION INC  ,170306,NORTH,M2,AR,LOGAN                         ,000022000,
SHARKEY CPF #1         ,DESOTO GATHERING         ,170644,NORTH,M2,AR,WHITE                         ,000107000,
MIDGE CPF #1           ,DESOTO GATHERING         ,170645,NORTH,M2,AR,WHITE                         ,000040000,
KNIGHT D #1 CP         ,LYONS AND LYONS INC      ,187005,NORTH,M2,AR,LOGAN                         ,000000500,
JT-3 TO PRAIRIE VIEW   ,PRAIRIE VIEW GAS ASSOCIAT,187805,NORTH,MQ,AR,LOGAN                         ,000000453,
BLACKWELL FIELD IC     ,ENABLE MIDSTREAM PARTNERS,188601,NORTH,M2,AR,POPE                          ,000003000,
RUSSELL #2 CP          ,MMGK EAST TEXAS LLC      ,190009,NORTH,M2,AR,JOHNSON                       ,000000500,
LUDWIG CP              ,ENABLE MIDSTREAM PARTNERS,190010,NORTH,M2,AR,JOHNSON                       ,000010500,
PITTS #1-32            ,MMGK EAST TEXAS LLC      ,190362,NORTH,M2,AR,JOHNSON                       ,000000100,
DIXON #1               ,RIVERFRONT EXPLORATION LL,190363,NORTH,M2,AR,JOHNSON                       ,000000750,
WITTENAUER #1 CP       ,SEBEP  L.L.C             ,191002,NORTH,M2,AR,JOHNSON                       ,000000500,
TILLMAN #1-14          ,HANNA OIL & GAS CO       ,191360,NORTH,M2,AR,JOHNSON                       ,000016500,
SOUTHLAND #1-13        ,HANNA OIL & GAS CO       ,191362,NORTH,M2,AR,POPE                          ,000014400,
POPE J R B-2           ,MMGK EAST TEXAS LLC      ,191364,NORTH,M2,AR,JOHNSON                       ,000000500,
ROSS FIELD IC          ,ENABLE MIDSTREAM PARTNERS,194600,NORTH,M2,AR,JOHNSON                       ,000007500,
WEST KNOXVILLE FIELD IC,ENABLE MIDSTREAM PARTNERS,198600,NORTH,M2,AR,JOHNSON                       ,000001250,
MRT @ STERLINGTON      ,ENABLE MISSISSIPPI RIVER ,206114,SOUTH,M2,LA,OUACHITA                      ,000150000,
MIDLA CORE DELIVERY    ,3C MIDSTREAM SERVICES  LL,206130,SOUTH,MQ,LA,OUACHITA                      ,000300000,
EASTRANS DCP CARTHGE_CP,ENABLE GAS TRANSMISSION  ,220015,CP   ,M2,TX,PANOLA                        ,000445000,
PVR TO CP-3            ,DCP EAST TEXAS GATHERING ,220017,CP   ,M2,TX,HARRISON                      ,000238110,
MIDCOAST DD TO CP      ,ENABLE GAS TRANSMISSION  ,220020,CP   ,M2,TX,PANOLA                        ,000445000,
MARLIN MIDSTREAM       ,ENABLE GAS TRANSMISSION  ,220025,CP   ,M2,TX,PANOLA                        ,000100000,
CGT CP REC             ,ENABLE GAS TRANSMISSION  ,220030,CP   ,M2,LA,RICHLAND                      ,000445000,
EMP WASKOM PLANT ST-21 ,ENABLE GAS TRANSMISSION  ,220040,CP   ,M2,TX,PANOLA                        ,000247346,
GULF RUN @ MONUMENT REC,ENABLE GAS TRANSMISSION  ,220041,SOUTH,M2,TX,HARRISON                      ,000174000,
MARKWEST EAST TX CP    ,ENABLE GAS TRANSMISSION  ,220050,CP   ,M2,TX,PANOLA                        ,000250000,
EOIT CALUMET PLANT REC ,ENABLE GAS TRANSMISSION  ,220058,WEST1,M2,OK,CANADIAN                      ,000100000,
TGG @ DESOTO           ,ENABLE GAS TRANSMISSION  ,220090,CP   ,M2,LA,DE SOTO                       ,000270000,
EMP DASTO LINE CP-3    ,ENABLE MIDSTREAM PARTNERS,220091,CP   ,M2,TX,HARRISON                      ,000070000,
KINDERHAWK - LINE CP IC,ENABLE GAS TRANSMISSION  ,220325,CP   ,M2,LA,RED RIVER                     ,000208000,
MRT AM200 RECEIPT      ,ENABLE MISSISSIPPI RIVER ,250010,SOUTH,M2,TX,HARRISON                      ,000100000,
MOORES CHAPEL          ,MERIT ENERGY COMPANY LLC ,274003,NORTH,M2,AR,YELL                          ,000005100,
WISEMAN(USA 1-9)       ,ROSS EXPLORATIONS INC    ,274005,NORTH,M2,AR,YELL                          ,000011000,
HAVANA CP              ,ROSS EXPLORATIONS INC    ,274006,NORTH,M2,AR,LOGAN                         ,000066500,
SEECO BRASHER CP       ,MERIT ENERGY COMPANY LLC ,274301,NORTH,M2,AR,YELL                          ,000028000,
CONGER 4 INCH LATERAL  ,AETHON UNITED BR LP      ,283300,SOUTH,M2,LA,BOSSIER                       ,000029590,
IRON HORSE REC         ,IRON HORSE MIDSTREAM  LLC,290209,WEST2,M2,OK,GRADY                         ,000300000,
TENN 800 HEADER REC    ,ENABLE GAS TRANSMISSION  ,290250,CP   ,M2,LA,RICHLAND                      ,000445000,
WESTERN FOODS ACCT     ,ENABLE GAS TRANSMISSION  ,290411,NORTH,MQ,AR,JEFFERSON                     ,000000090,
PULASK CO SHER ACC     ,ENABLE GAS TRANSMISSION  ,290437,NORTH,MQ,AR,SALINE                        ,000000250,
EGT GLF CROSS BENNINGTN,ENABLE GAS TRANSMISSION  ,290482,WEST2,M2,OK,BRYAN                         ,000120000,
EGT NGPL BRYAN         ,ENABLE GAS TRANSMISSION  ,290483,WEST2,M2,OK,BRYAN                         ,000120000,
BATESVILLE CC ACCT     ,ENABLE GAS TRANSMISSION  ,290489,NORTH,MQ,AR,INDEPENDENCE                  ,000000130,
CERC-DIAMOND TRAIL ACCT,ENABLE GAS TRANSMISSION  ,290492,SOUTH,MQ,TX,TITUS                         ,000000260,
OKARCHE AGGREGATE POINT,ENABLE GAS TRANSMISSION  ,290506,WEST1,M2,OK,KINGFISHER                    ,000170000,
TYSON RUSS ACCT        ,ENABLE GAS TRANSMISSION  ,290533,NORTH,MQ,AR,HEMPSTEAD                     ,000000130,
BLUE MOUNTAIN IC       ,BLUE MOUNTAIN MIDSTREAM L,290564,WEST1,M2,OK,GRADY                         ,000150000,
SOLFUELS USA ACCT      ,ENABLE GAS TRANSMISSION  ,290566,NORTH,MQ,AR,PHILLIPS                      ,000000450,
EOIT L760 TO LINE AD RE,ENABLE GAS TRANSMISSION  ,290575,WEST2,M2,OK,LATIMER                       ,000125000,
VALIANT RECEIPT        ,TALL OAK MIDSTREAM LLC   ,290590,WEST2,M2,OK,COAL                          ,000145000,
EGT WEST TRANSFER      ,ENABLE GAS TRANSMISSION  ,290644,WEST1,M2,OK,LATIMER                       ,000200000,
ROACH MFG 2 ACCT       ,ENABLE GAS TRANSMISSION  ,290646,NORTH,MQ,AR,CRAIGHEAD                     ,000000060,
WALMART HIGDO ACCT     ,ENABLE GAS TRANSMISSION  ,290647,NORTH,MQ,AR,GARLAND                       ,000000340,
CERC-WALMART SHRV 1 ACC,ENABLE GAS TRANSMISSION  ,290648,SOUTH,MQ,LA,CADDO                         ,000000040,
CERC-WALMART RUST 2 ACC,ENABLE GAS TRANSMISSION  ,290649,SOUTH,MQ,LA,RAPIDES                       ,000000120,
WALMART PARA2 ACCT     ,ENABLE GAS TRANSMISSION  ,290650,NORTH,MQ,AR,CRAIGHEAD                     ,000000120,
CERC-WALMART SPRT 2 ACC,ENABLE GAS TRANSMISSION  ,290651,SOUTH,MQ,LA,CADDO                         ,000000180,
