TSP,TSP Name,TSP FERC CID,Date/Time,Comments,Loc,Loc Name,Dir Flo,Loc Cnty,Loc St Abbrev,Loc Type Ind,Loc Zone (Rec),Loc Zone (Del),Seg Nbr,Nom Ind,Loc Stat Ind,Eff Date,Inact Date,Up/Dn Ind,Up/Dn Name,Up/Dn ID,Up/Dn ID Prop,Up/Dn FERC CID Ind,Up/Dn FERC CID,Up/Dn Loc,Up/Dn Loc Name,Up/Dn Loc 2,Up/Dn Loc Name2,Update D/T
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,42128,RMNG/TRANSCOL WHITEWATER TBS MESA,D,MESA,CO,INT,TRANSCOL,TRANSCOL,210,Y,A,20230905,,Y,ROCKY MOUNTAIN NATURAL GAS LLC,601986763,61,Y,C001651,39900,WHITE ROCK RECEIPT PT,,,20230906 09:00
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,42129,RMNG/TRANSCOL KANNAH CREEK TBS MESA,D,MESA,CO,INT,TRANSCOL,TRANSCOL,220,Y,A,20130101,,Y,ROCKY MOUNTAIN NATURAL GAS LLC,601986763,61,Y,C001651,42129,TRANSCOL/RMNG KANNAH CRK,,,20200827 15:00
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,42162,RMNG/TRANSCOL ROAN CLIFFS TO RMNG G,D,GARFIELD,CO,INT,TRANSCOL,TRANSCOL,190,N,I,,20240901,Y,ROCKY MOUNTAIN NATURAL GAS LLC,601986763,61,Y,C001651,42162,RMNG/TRANSCOL ROAN CLIFFS TO RMNG - RECEIPT,,,20240917 12:00
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,42223,WIC/TRANSCOL YELLOW JACKET PASS RIO,D,RIO BLANCO,CO,INT,TRANSCOL,TRANSCOL,180,Y,A,20051001,,Y,WYOMING INTERSTATE COMPANY  L.L.C.,30669048,4669,Y,C000978,896061,TRANSCOL/WIC (YLJ) YELLOW JACKET PASS,,,20200827 15:00
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,42235,REX/TRANSCOL LOVE RANCH RIO BLANCO,D,RIO BLANCO,CO,INT,TRANSCOL,TRANSCOL,180,Y,A,20060101,,Y,ROCKIES EXPRESS PIPELINE LLC,784256161,955,Y,C000594,42235,REX/TRANSCOL LOVE RANCH RIO BLANCO,,,20220106 12:00
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,43886,WRH/TRANSCOL RYAN GULCH RIO BLANCO,R,RIO BLANCO,CO,INT,TRANSCOL,TRANSCOL,180,Y,A,20240901,,Y,WHITE RIVER HUB LLC,828611181,4879,Y,C001089,40606,WHITE/TRANS RYAN GUL,,,20240917 12:00
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,45022,TRANSCOL/TRANSCOL TCPL MANUAL NEG L,R,MONTROSE,CO,VIR,N/A,N/A,230,N,A,20091001,,N,,,,,,,,,,20161212 12:00
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,45314,ENTPROC/TRANSCOL HORSE DRAW RIO BLA,D,RIO BLANCO,CO,PLT,TRANSCOL,TRANSCOL,180,N,I,,20231213,Y,ENTERPRISE GAS PROCESSING LLC,45779977,4667,N,,,,,,20240219 15:00
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,46429,RRGC/TRANSCOL RACCOON HOLLOW MESA,R,MESA,CO,GTH,TRANSCOL,TRANSCOL,210,Y,A,20240901,,Y,RED ROCK GATHERING COMPANY  LLC,33313987,3320,N,,,,,,20240917 12:00
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,46794,NMGASCO/TRANSCOL WILMOUTH SAN JUAN,D,SAN JUAN,NM,LDC,TRANSCOL,TRANSCOL,300,Y,A,20141112,,Y,NEW MEXICO GAS COMPANY  INC.,825244697,8127,Y,C002112,00009405,NMGCO/TRANCOL WILMOUTH,,,20200827 15:00
938939154,TRANSCOLORADO GAS TRANS CO LLC,C000596,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,48300,HILCORSJ/TRANSCOL NATURAL ARCH RECE,R,SAN JUAN,NM,PLT,TRANSCOL,TRANSCOL,310,N,A,20180420,,Y,HILCORP SAN JUAN L.P.,80879028,10148,N,,,,,,20200827 15:00
