TSP,TSP Name,TSP FERC CID,Date/Time,Comments,Loc,Loc Name,Dir Flo,Loc Cnty,Loc St Abbrev,Loc Type Ind,Loc Zone (Rec),Loc Zone (Del),Seg Nbr,Nom Ind,Loc Stat Ind,Eff Date,Inact Date,Up/Dn Ind,Up/Dn Name,Up/Dn ID,Up/Dn ID Prop,Up/Dn FERC CID Ind,Up/Dn FERC CID,Up/Dn Loc,Up/Dn Loc Name,Up/Dn Loc 2,Up/Dn Loc Name2,Update D/T
796506058,KM ILLINOIS PIPELINE LLC,C000236,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,43388,ANR/KMIP  WILL,R,WILL,IL,INT,KMIL,KMIL,20,Y,A,20071217,,Y,ANR PIPELINE COMPANY,6958581,2686,Y,C000623,703495,ILLINOIS NORTH,,,20160401 09:56
796506058,KM ILLINOIS PIPELINE LLC,C000236,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,43390,N BORDER/KMIP  KANKAKEE,R,KANKAKEE,IL,INT,KMIL,KMIL,10,Y,A,20071217,,Y,NORTHERN BORDER PIPELINE CO.,21632583,4657,Y,C000626,702634,TORRENCE,,,20160401 09:56
796506058,KM ILLINOIS PIPELINE LLC,C000236,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,43392,NGPL/KMIP  COOK,R,COOK,IL,INT,KMIL,KMIL,30,Y,A,20140116,,Y,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,6931794,1,Y,C002096,43392,NGPL/KMIP  COOK,,,20160401 09:56
796506058,KM ILLINOIS PIPELINE LLC,C000236,20260331 09:39,Blanks under Up/Dn Loc and Up/Dn Loc Name indicate Third Party information is not applicable.,43396,PGLC/KMIP  COOK,D,COOK,IL,LDC,KMIL,KMIL,40,Y,A,20071217,,Y,THE PEOPLES GAS LIGHT AND COKE COMPANY,6932115,3157,Y,C000256,TOKM,TORRENCE KINDER MORGAN STN,,,20160523 15:00
